,0,1
3476,"Mein liebes, theures… Kind… Anatol.","{'entities': [(0, 34, 'MISC')]}"
3477,Zögerſt Du,"{'entities': [(0, 7, 'ORG')]}"
3478,—?,{'entities': []}
3479,Elſe.,"{'entities': [(0, 4, 'MISC')]}"
3480,"Schau, Liebſter— wozu brauchen wir denn das eigentlich—?","{'entities': [(0, 5, 'LOC'), (7, 16, 'LOC')]}"
3481,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3482,Was?,{'entities': []}
3483,Elſe,"{'entities': [(0, 4, 'PER')]}"
3484,.,{'entities': []}
3485,"Das wegreiſen— Es iſt ja gar nicht nöthig… Wir können uns doch auch in Wien beinahe ſo oft ſehen, als wir wollen— Anatol.","{'entities': [(41, 46, 'MISC'), (71, 75, 'LOC'), (114, 120, 'MISC')]}"
3486,Beinahe ſo oft als wir wollen—,"{'entities': [(0, 7, 'PER')]}"
3487,Ja ja… wir… haben’s gar nicht nöthig… Elſe.,"{'entities': [(10, 11, 'PER'), (36, 42, 'ORG')]}"
3488,Da ſind Phantaſtereien… Anatol.,"{'entities': [(24, 30, 'MISC')]}"
3489,… Du haſt Recht… (Pauſe).,"{'entities': [(0, 4, 'ORG'), (15, 16, 'PER'), (18, 23, 'PER')]}"
3490,Elſe,"{'entities': [(0, 4, 'PER')]}"
3491,.,{'entities': []}
3492,… Bös—?,"{'entities': [(0, 1, 'MISC'), (2, 6, 'LOC')]}"
3493,(Glockenſchläge.),{'entities': []}
3494,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3495,Du mußt gehen!,{'entities': []}
3496,Elſe,"{'entities': [(0, 4, 'PER')]}"
3497,.,{'entities': []}
3498,…,"{'entities': [(0, 1, 'MISC')]}"
3499,Um Himmelswillen— So ſpät iſt es geworden…! Anatol.,"{'entities': [(41, 43, 'ORG'), (44, 50, 'MISC')]}"
3500,Nun— ſo geh doch… Elſe.,"{'entities': [(16, 22, 'ORG')]}"
3501,Auf morgen— ich werde ſchon um ſechs Uhr bei Dir ſein!,"{'entities': [(4, 11, 'LOC'), (45, 48, 'PER')]}"
3502,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3503,… Wie Du willſt!,"{'entities': [(6, 16, 'ORG')]}"
3504,Elſe.,"{'entities': [(0, 4, 'MISC')]}"
3505,Du küßeſt mich nicht—?,{'entities': []}
3506,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3507,Oh ja… Elſe.,"{'entities': [(0, 11, 'MISC')]}"
3508,Ich werde Dich ſchon wieder gut machen… morgen!,"{'entities': [(0, 14, 'MISC'), (38, 39, 'MISC')]}"
3509,— Anatol (begleitet ſie zur Thüre):,"{'entities': [(2, 8, 'MISC'), (28, 33, 'MISC')]}"
3510,Adieu!,"{'entities': [(0, 6, 'ORG')]}"
3511,Elſe bei der Thüre):,"{'entities': [(0, 18, 'MISC')]}"
3512,Noch einen Kuß! Anatol.,"{'entities': [(11, 22, 'MISC')]}"
3513,Warum nicht— da!,{'entities': []}
3514,(Er küßt ſie;,{'entities': []}
3515,ſie geht).,{'entities': []}
3516,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3517,(wieder zurück in’s Zimmer).,{'entities': []}
3518,"Nun habe ich ſie mit dieſem Kuß zu dem gemacht, was ſie zu ſein verdient… zu Einer mehr!","{'entities': [(28, 31, 'ORG'), (72, 73, 'PER')]}"
3519,"(Er ſchüttelt ſich) Dumm, dumm…! Anatols Hochzeitsmorgen.","{'entities': [(20, 24, 'PER'), (33, 56, 'PER')]}"
3520,Perſonen: Anatol.,"{'entities': [(10, 16, 'MISC')]}"
3521,Max.,"{'entities': [(0, 3, 'MISC')]}"
3522,Ilona.,"{'entities': [(0, 5, 'LOC')]}"
3523,"Franz, Diener.","{'entities': [(0, 5, 'PER'), (7, 13, 'PER')]}"
3524,Geſchmackvoll eingerichtetes Junggeſellenzimmer: die Thüre rechts führt ins Vorzimmer;,"{'entities': [(0, 13, 'PER'), (29, 47, 'PER')]}"
3525,"die Thüre links, zu deren Seiten Vorbänge herabfallen, ins Schlafgemach. Anatol (kommt im Morgenanzug auf den Zehenſpitzen aus dem Zimmer links und macht die Thüre leiſe zu.","{'entities': [(4, 9, 'MISC'), (59, 71, 'LOC'), (73, 79, 'MISC'), (110, 122, 'LOC')]}"
3526,Er ſetzt ſich auf eine Chaiſelongue und drückt auf einen Knopf;,"{'entities': [(23, 35, 'MISC')]}"
3527,es klingelte).,{'entities': []}
3528,"Franz (erſcheint von rechts und geht, ohne Anatol zu bemerken, zur Thür links.)","{'entities': [(43, 49, 'MISC'), (67, 71, 'LOC')]}"
3529,"Anatol (merkt es anfangs nicht, läuft ihm dann nach und hält ihn davon zurück, die Thüre zu öffnen).","{'entities': [(0, 6, 'MISC'), (83, 88, 'MISC')]}"
3530,Was ſchleichſt du denn ſo?,{'entities': []}
3531,Ich habe Dich gar nicht gehört!,"{'entities': [(0, 13, 'MISC')]}"
3532,Franz.,"{'entities': [(0, 5, 'PER')]}"
3533,Was befehlen Euer Gnaden?,"{'entities': [(18, 24, 'LOC')]}"
3534,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3535,Den Samowar!,{'entities': []}
3536,Franz.,"{'entities': [(0, 5, 'PER')]}"
3537,Jawohl,"{'entities': [(0, 6, 'PER')]}"
3538,.,{'entities': []}
3539,(Ab.),{'entities': []}
3540,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3541,"Leiſe, Du Dummkopf!","{'entities': [(0, 5, 'PER'), (7, 18, 'PER')]}"
3542,Kannſt Du nicht leiſer auftreten?,"{'entities': [(0, 9, 'PER')]}"
3543,"(Geht auf den Fußſpitzen zur Thüre links, öffnet ſie ein wenig.)","{'entities': [(29, 34, 'MISC')]}"
3544,Sie ſchläft!,{'entities': []}
3545,… Noch immer ſchläft ſie! (Schließt die Thüre.),"{'entities': [(0, 1, 'PER'), (40, 45, 'MISC')]}"
3546,Franz (kommt mit dem Samowar).,{'entities': []}
3547,"Zwei Taſſen, gnädiger Herr?","{'entities': [(5, 11, 'MISC')]}"
3548,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3549,Jawohl! (es läutet.),"{'entities': [(0, 7, 'ORG')]}"
3550,… Sieh hinaus!,"{'entities': [(0, 6, 'PER')]}"
3551,Wer kommt denn da in aller Frühe?,{'entities': []}
3552,(Franz ab.),"{'entities': [(1, 6, 'PER')]}"
3553,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3554,Ich bin heute entſchieden nicht in der Stimmung zum Heirathen.,"{'entities': [(0, 61, 'MISC')]}"
3555,Ich möchte abſagen.,{'entities': []}
3556,"Franz (öffnet die Thüre rechts, durch die Max hereintritt).","{'entities': [(42, 45, 'MISC')]}"
3557,Max (herzlich).,"{'entities': [(0, 3, 'PER')]}"
3558,Mein lieber Freund! Anatol.,"{'entities': [(0, 19, 'MISC'), (20, 26, 'MISC')]}"
3559,Pſt.,"{'entities': [(0, 3, 'LOC')]}"
3560,…,"{'entities': [(0, 1, 'MISC')]}"
3561,Stille,{'entities': []}
3562,!,{'entities': []}
3563,"… Noch eine Taſſe, Franz!","{'entities': [(0, 1, 'PER')]}"
3564,Max.,"{'entities': [(0, 3, 'MISC')]}"
3565,Es ſtehen ja ſchon zwei Taſſen da!,"{'entities': [(3, 12, 'MISC')]}"
3566,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3567,"Noch eine Taſſe, Franz— und hinaus (Franz ab).","{'entities': [(36, 41, 'PER')]}"
3568,"So… und jetzt, mein Lieber, was führt Dich um acht Uhr Morgens zu mir her?","{'entities': [(20, 26, 'LOC'), (38, 42, 'LOC'), (55, 62, 'LOC')]}"
3569,Max.,"{'entities': [(0, 3, 'MISC')]}"
3570,Es iſt zehn! Anatol.,"{'entities': [(13, 19, 'MISC')]}"
3571,Alſo was führt Dich um zehn Uhr Morgens zu mir her?,"{'entities': [(0, 4, 'LOC'), (15, 19, 'LOC'), (32, 39, 'LOC')]}"
3572,Max.,"{'entities': [(0, 3, 'MISC')]}"
3573,Meine Vergeßlichkeit.,{'entities': []}
3574,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3575,Leiſer…,"{'entities': [(0, 7, 'PER')]}"
3576,Max.,"{'entities': [(0, 3, 'MISC')]}"
3577,Ja warum denn eigentlich?,{'entities': []}
3578,Biſt Du nervös?,"{'entities': [(0, 7, 'MISC')]}"
3579,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3580,"Ja, ſehr!",{'entities': []}
3581,Max.,"{'entities': [(0, 3, 'MISC')]}"
3582,Du ſollteſt aber heute nicht nervös ſein.,{'entities': []}
3583,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3584,Was willſt Du alſo?,"{'entities': [(11, 19, 'MISC')]}"
3585,Max.,"{'entities': [(0, 3, 'MISC')]}"
3586,"Du weißt, ich bin heute Zeuge bei Deiner Hochzeit;","{'entities': [(34, 49, 'ORG')]}"
3587,Deine reizende Couſine Alma iſt meine Dame!,"{'entities': [(15, 43, 'MISC')]}"
3588,Anatol (tonlos).,"{'entities': [(0, 6, 'MISC')]}"
3589,Zur Sache.,{'entities': []}
3590,Max.,"{'entities': [(0, 3, 'MISC')]}"
3591,"Nun— ich habe vergeſſen das Bouquet zu beſtellen, und weiß in dieſem Augenblicke nicht, was für eine Toilette Fräulein Alma tragen wird.","{'entities': [(28, 35, 'MISC')]}"
3592,"Wird ſie weiß, roſa, blau oder grün erſcheinen?","{'entities': [(15, 19, 'MISC')]}"
3593,Anatol (ärgerlich).,"{'entities': [(0, 6, 'MISC')]}"
3594,Keinesfalls grün!,"{'entities': [(0, 11, 'PER')]}"
3595,Max.,"{'entities': [(0, 3, 'MISC')]}"
3596,Warum leinesfalls grün?,{'entities': []}
3597,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3598,Meine Couſine trägt nie grün.,"{'entities': [(0, 13, 'MISC')]}"
3599,Max (pikirt.),"{'entities': [(0, 3, 'MISC')]}"
3600,Das kann ich doch nicht wiſſen!,{'entities': []}
3601,Anatol (w. o.).,"{'entities': [(0, 6, 'MISC')]}"
3602,Schrei nicht ſo!,"{'entities': [(0, 6, 'MISC')]}"
3603,Das läßt ſich Alles in Ruhe abmachen Max.,"{'entities': [(23, 40, 'MISC')]}"
3604,"Alſo Du weißt gar nicht, was für eine Farbe ſie heute tragen wird?","{'entities': [(0, 7, 'PER')]}"
3605,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3606,Roſa oder blau!,"{'entities': [(0, 4, 'PER')]}"
3607,Max.,"{'entities': [(0, 3, 'MISC')]}"
3608,Das ſind aber ganz verſchiedene Dinge.,{'entities': []}
3609,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3610,"Ach, roſa oder blau, das iſt ganz gleichgültig!","{'entities': [(5, 9, 'MISC')]}"
3611,Max.,"{'entities': [(0, 3, 'MISC')]}"
3612,Aber für mein Bouquet iſt das durchaus nicht gleichgültig!,"{'entities': [(14, 21, 'MISC')]}"
3613,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3614,Beſtelle zwei;,"{'entities': [(0, 8, 'PER')]}"
3615,das eine kannſt Du Dir dann ins Knopfloch ſtecken.,"{'entities': [(16, 41, 'MISC')]}"
3616,Max.,"{'entities': [(0, 3, 'MISC')]}"
3617,"Ich bin nicht hergekommen, um Deine ſchlechten Witze anzuhören.","{'entities': [(0, 35, 'MISC'), (47, 52, 'LOC')]}"
3618,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3619,Ich werde heute um zwei Uhr einen noch ſchlechtern machen!,{'entities': []}
3620,Max.,"{'entities': [(0, 3, 'MISC')]}"
3621,Du biſt recht gut aufgelegt an Deinem Hochzeitsmorgen.,"{'entities': [(31, 37, 'LOC')]}"
3622,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3623,Ich bin nervös!,"{'entities': [(0, 15, 'MISC')]}"
3624,Max.,"{'entities': [(0, 3, 'MISC')]}"
3625,Du verſchweigſt mir etwas.,{'entities': []}
3626,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3627,Nichts!,"{'entities': [(0, 7, 'ORG')]}"
3628,Ilonas Stimme (aus dem Schlafzimmer).,"{'entities': [(0, 13, 'PER')]}"
3629,Anatol!,"{'entities': [(0, 7, 'ORG')]}"
3630,Max (ſieht Anatol überraſcht an).,"{'entities': [(11, 17, 'MISC')]}"
3631,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3632,Entſchuldige mich einen Augenblick.,"{'entities': [(24, 34, 'MISC')]}"
3633,(Geht zur Thüre des Schlafzimmers und verſchwindet einen Moment in demſelben;,"{'entities': [(20, 33, 'PER')]}"
3634,Max ſieht ihm mit weit offenen Augen nach;,"{'entities': [(0, 3, 'MISC')]}"
3635,"Anatol küßt Ilona bei der Thüre, ohne daß es Max ſehen kann, ſchließt die Thüre und tritt wieder zu Max.)","{'entities': [(0, 17, 'MISC'), (26, 31, 'MISC'), (45, 54, 'PER'), (74, 79, 'MISC'), (100, 104, 'PER')]}"
3636,Max (entrüſtet).,"{'entities': [(0, 3, 'MISC')]}"
3637,So was thut man nicht!,{'entities': []}
3638,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3639,"Höre, lieber Max und dann urtheile.","{'entities': [(13, 16, 'PER')]}"
3640,Max.,"{'entities': [(0, 3, 'MISC')]}"
3641,Ich höre eine weibliche Stimme und urtheile:,{'entities': []}
3642,"Du fängſt früh an, Deine Frau zu betrügen!","{'entities': [(0, 2, 'PER'), (19, 24, 'MISC')]}"
3643,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3644,Setze,{'entities': []}
3645,"Dich nieder und höre mich an, Du wirſt gleich anders reden.","{'entities': [(0, 4, 'LOC')]}"
3646,Max,"{'entities': [(0, 3, 'PER')]}"
3647,. Niemals.,"{'entities': [(2, 9, 'LOC')]}"
3648,Ich bin gewiß kein Tugendſpiegel;,"{'entities': [(0, 7, 'PER')]}"
3649,aber ſo was,{'entities': []}
3650,..!,{'entities': []}
3651,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3652,Du willſt mich nicht anhören?,{'entities': []}
3653,Max.,"{'entities': [(0, 3, 'MISC')]}"
3654,Erzähle!,"{'entities': [(0, 8, 'ORG')]}"
3655,Aber raſch;,{'entities': []}
3656,ich bin zu Deiner Trauung eingeladen.,"{'entities': [(11, 17, 'PER')]}"
3657,(Beide ſitzen).,{'entities': []}
3658,Anatol (traurig).,"{'entities': [(0, 6, 'MISC')]}"
3659,Ach ja!,"{'entities': [(0, 7, 'MISC')]}"
3660,Max (ungeduldig).,"{'entities': [(0, 3, 'MISC')]}"
3661,Alſo.,"{'entities': [(0, 4, 'LOC')]}"
3662,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3663,Alſo… Alſo geſtern war Polterabend bei meinen zukünftigen Schwiegereltern.,"{'entities': [(0, 10, 'PER'), (23, 34, 'LOC')]}"
3664,Max. Weiß ich; war dort! Anatol.,"{'entities': [(0, 3, 'MISC'), (25, 31, 'MISC')]}"
3665,"Ja richtig, Du warſt dort.","{'entities': [(12, 14, 'MISC')]}"
3666,Es waren überhaupt eine Menge Leute dort!,{'entities': []}
3667,"Man war ſehr aufgeräumt, trank Champagner, ſprach Toaſte… Max.","{'entities': [(31, 41, 'PER'), (50, 56, 'PER'), (58, 61, 'PER')]}"
3668,Ich auch.. auf Dein Glück!,{'entities': []}
3669,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3670,"Ja, Du auch.. auf mein Glück!",{'entities': []}
3671,(Drückt ihm die Hand).,"{'entities': [(1, 7, 'LOC')]}"
3672,Ich danke Dir.,"{'entities': [(0, 13, 'MISC')]}"
3673,Max.,"{'entities': [(0, 3, 'MISC')]}"
3674,Thateſt,"{'entities': [(0, 7, 'LOC')]}"
3675,Du bereits geſtern.,"{'entities': [(0, 2, 'LOC')]}"
3676,Anatol Man war alſo ſehr luſtig bis Mitternacht… Max.,"{'entities': [(0, 10, 'PER'), (49, 52, 'LOC')]}"
3677,Iſt mir bekannt.,{'entities': []}
3678,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3679,"Einen Augenblick kam es mir vor, als wäre ich glücklich.",{'entities': []}
3680,Max,"{'entities': [(0, 3, 'PER')]}"
3681,Nach dem vierten Glas Champagner.,"{'entities': [(22, 32, 'PER')]}"
3682,Anatol (traurig).,"{'entities': [(0, 6, 'MISC')]}"
3683,"Nein— erſt nach dem ſechſten.. es iſt traurig, und ich kann es kaum begreifen.","{'entities': [(0, 5, 'LOC')]}"
3684,Max.,"{'entities': [(0, 3, 'MISC')]}"
3685,Wir haben oft genug davon geſprochen.,{'entities': []}
3686,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3687,"Auch jener junge Menſch war dort, von dem ich ſicher weiß, daß er die Jugendliebe meiner Braut war.","{'entities': [(17, 23, 'PER')]}"
3688,Max.,"{'entities': [(0, 3, 'MISC')]}"
3689,"Ach, der junge Ralmen.","{'entities': [(0, 3, 'PER')]}"
3690,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3691,Ja— ſo eine Art Dichter glaub’ ich.,"{'entities': [(0, 3, 'PER'), (24, 30, 'PER')]}"
3692,"Einer von denen, die dazu beſtimmt ſcheinen, zwar die erſte Liebe von ſo Mancher, doch von Keiner die letzte zu bedeuten.","{'entities': [(73, 80, 'PER')]}"
3693,Max.,"{'entities': [(0, 3, 'MISC')]}"
3694,"Ich zöge vor, Du kämeſt zur Sache.","{'entities': [(14, 33, 'MISC')]}"
3695,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3696,Er war mir eigentlich ganz gleichgiltig;,{'entities': []}
3697,im Grunde lächelte ich über ihn…,"{'entities': [(31, 32, 'MISC')]}"
3698,Um Mitternacht ging die Geſellſchaft auseinander.,{'entities': []}
3699,Ich nahm von meiner Braut mit einem Kuſſe Abſchied.,"{'entities': [(42, 50, 'MISC')]}"
3700,Auch ſie küßte mich..,{'entities': []}
3701,kalt..,{'entities': []}
3702,"Während ich die Stiege hinunterſchritt, fröſtelte mich.","{'entities': [(16, 22, 'MISC')]}"
3703,Max,"{'entities': [(0, 3, 'PER')]}"
3704,. Aha..,"{'entities': [(2, 7, 'PER')]}"
3705,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3706,Beim Thore gratulirte mir noch der und jener.,"{'entities': [(5, 10, 'MISC')]}"
3707,Onkel Eduard war betrunken und umarmte mich.,"{'entities': [(0, 12, 'PER')]}"
3708,Ein Doctor der Rechte ſang ein Studentenlied.,"{'entities': [(31, 44, 'MISC')]}"
3709,"Die Jugendliebe, der Dichter mein’ ich, verſchwand mit aufgeſtecktem Kragen in einer Seitengaſſe.","{'entities': [(29, 34, 'MISC')]}"
3710,Einer neckte mich!,{'entities': []}
3711,ich würde nun gewiß vor den Fenſtern der Geliebten den Reſt der Nacht ſpazieren wandeln.,"{'entities': [(55, 59, 'PER')]}"
3712,Ich lächelte höhniſch…,"{'entities': [(21, 22, 'PER')]}"
3713,Es hatte zu ſchneien begonnen.,{'entities': []}
3714,Die Leute zerſtreuten ſich allmählich…,"{'entities': [(37, 38, 'MISC')]}"
3715,ich ſtand allein… Max (bedauernd).,"{'entities': [(16, 21, 'ORG')]}"
3716,Hm… Anatol (wärmer).,"{'entities': [(0, 10, 'MISC')]}"
3717,"Ja; ſtand allein auf der Straße— in der kalten Winternacht, während der Schnee in großen Flocken um mich wirbelte.","{'entities': [(25, 32, 'LOC'), (47, 58, 'LOC')]}"
3718,Es war gewiſſermaßen… ſchauerlich.,"{'entities': [(20, 21, 'PER')]}"
3719,Max.,"{'entities': [(0, 3, 'MISC')]}"
3720,"Ich bitte Dich— ſage endlich, wohin Du gingſt?","{'entities': [(10, 15, 'MISC')]}"
3721,Anatol (groß).,"{'entities': [(0, 6, 'MISC')]}"
3722,Ich mußte hin gehen——— auf die Redoute!,"{'entities': [(14, 22, 'LOC')]}"
3723,Max,"{'entities': [(0, 3, 'PER')]}"
3724,.,{'entities': []}
3725,Ah! Anatol,{'entities': []}
3726,.,{'entities': []}
3727,"Du ſtaunſt, wie—?","{'entities': [(0, 10, 'MISC')]}"
3728,Max.,"{'entities': [(0, 3, 'MISC')]}"
3729,Nun kann ich mir das Folgende denken.,{'entities': []}
3730,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3731,"Doch nicht, mein Freund—— Als ich ſo daſtand in der kalten Winternacht— Max.","{'entities': [(17, 25, 'ORG'), (59, 75, 'MISC')]}"
3732,Fröſtelnd,"{'entities': [(0, 9, 'PER')]}"
3733,..!,{'entities': []}
3734,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3735,Frierend!,{'entities': []}
3736,"Da kam es wie ein gewaltiger Schmerz über mich, daß ich von nun an kein freier Mann mehr ſei, daß ich meinem ſüßen tollen Junggeſellenleben Ade ſagen ſollte für immerdar!","{'entities': [(140, 143, 'PER')]}"
3737,"Die letzte Nacht, ſagte ich mir, in der Du nach Hauſe kommen kannſt, ohne gefragt zu werden:","{'entities': [(40, 53, 'MISC')]}"
3738,Wo warſt Du..?,{'entities': []}
3739,"Die letzte Nacht der Freiheit, des Abenteuerns.. vielleicht der Liebe!","{'entities': [(35, 46, 'MISC')]}"
3740,Max.,"{'entities': [(0, 3, 'MISC')]}"
3741,Oh!— Anatol.,"{'entities': [(0, 11, 'LOC')]}"
3742,Und ſo ſtand ich mitten im Gewühl.,"{'entities': [(27, 33, 'LOC')]}"
3743,"Um mich herum kniſterten Seiden- und Atlaskleider, glühten Augen, nickten Masken, dufteten die weißen glänzenden Schultern— athmete und tollte der ganze Carneval.","{'entities': [(153, 161, 'LOC')]}"
3744,"Ich ſtürzte mich in dieſes Treiben, ließ es um meine Seele brauſen.",{'entities': []}
3745,"Ich mußte es einſaugen, mußte mich darin baden!..",{'entities': []}
3746,Max.,"{'entities': [(0, 3, 'MISC')]}"
3747,Zur Sache,{'entities': []}
3748,..,{'entities': []}
3749,Wir haben keine Zeit.,"{'entities': [(10, 20, 'MISC')]}"
3750,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3751,"Ich werde ſo durch die Menge hindurch geſchoben, und nachdem ich früher meinen Kopf berauſcht, berauſche ich nun meinen Athem mit all’ den Parfums, die um mich wallen.","{'entities': [(120, 125, 'MISC'), (139, 146, 'MISC')]}"
3752,"Es ſtrömte auf mich ein, wie nie zuvor.",{'entities': []}
3753,"Mir, ja mir ganz perſönlich gab der Faſching ein Abſchiedsfeſt.","{'entities': [(0, 3, 'MISC'), (36, 44, 'PER')]}"
3754,Max.,"{'entities': [(0, 3, 'MISC')]}"
3755,Ich warte auf den dritten Rauſch...,"{'entities': [(26, 32, 'ORG')]}"
3756,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3757,Er kam..,{'entities': []}
3758,der Rauſch des Herzens..,"{'entities': [(4, 22, 'LOC')]}"
3759,!,{'entities': []}
3760,Max.,"{'entities': [(0, 3, 'MISC')]}"
3761,Der Sinne! Anatol.,"{'entities': [(11, 17, 'PER')]}"
3762,Des Herzens..!,"{'entities': [(0, 11, 'MISC')]}"
3763,"Nun ja, der Sinne:",{'entities': []}
3764,..,{'entities': []}
3765,Erinnerſt,"{'entities': [(0, 9, 'LOC')]}"
3766,Du Dich an Katharine,"{'entities': [(0, 7, 'PER'), (11, 20, 'PER')]}"
3767,..?,{'entities': []}
3768,Max (laut).,"{'entities': [(0, 3, 'MISC')]}"
3769,"Oh, an Katharine...","{'entities': [(7, 19, 'PER')]}"
3770,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3771,Pſt.,"{'entities': [(0, 3, 'LOC')]}"
3772,.,{'entities': []}
3773,.,{'entities': []}
3774,Max. (Auf die Schlafzimmerthür deutend).,"{'entities': [(0, 3, 'MISC'), (14, 30, 'LOC')]}"
3775,Ach.. iſt ſie es? Anatol.,"{'entities': [(0, 3, 'PER'), (18, 24, 'MISC')]}"
3776,Nein— ſie iſt es eben nicht.,"{'entities': [(0, 5, 'PER')]}"
3777,"Aber ſie war auch dort— und dann eine reizende brünette Frau, deren Name ich nicht nenne… und dann die kleine blonde Lizzie vom Theodor— aber der Theodor war nicht dort— und ſo weiter.","{'entities': [(88, 89, 'PER'), (146, 153, 'MISC')]}"
3778,"Ich erkannte ſie alle trotz ihrer Masken— an der Stimme, am Gang, an irgend einer Bewegung.","{'entities': [(34, 41, 'MISC')]}"
3779,Aber ſonderbar.,{'entities': []}
3780,.,{'entities': []}
3781,Gerade eine erkannte ich nicht gleich.,{'entities': []}
3782,Ich verfolgte ſie.,{'entities': []}
3783,Oder ſie mich.,"{'entities': [(0, 4, 'PER')]}"
3784,Ihre Geſtalt war mir ſo bekannt.,{'entities': []}
3785,Jedenfalls trafen wir immerfort zuſammen.,{'entities': []}
3786,"Beim Springbrunnen, beim Büffet, neben der Proſceniumloge,.. immerfort!","{'entities': [(5, 18, 'MISC')]}"
3787,"Endlich hatte ſie meinen Arm, und ich wußte, wer ſie war!",{'entities': []}
3788,(Auf die Schlafzimmerthüre deutend).,{'entities': []}
3789,Sie.,{'entities': []}
3790,Max.,"{'entities': [(0, 3, 'MISC')]}"
3791,Eine alte Bekannte?,{'entities': []}
3792,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3793,"Aber Menſch, ahnſt Du es denn nicht?","{'entities': [(5, 11, 'PER'), (19, 21, 'PER')]}"
3794,"Du weißt doch, was ich ihr vor ſechs Wochen erzählt habe, als ich mich verlobte… das alte Märchen:","{'entities': [(79, 80, 'MISC')]}"
3795,"Ich reiſe ab, bald komme ich wieder, ich werde Dich ewig lieben.","{'entities': [(47, 51, 'LOC')]}"
3796,Max.,"{'entities': [(0, 3, 'MISC')]}"
3797,Ilona,"{'entities': [(0, 5, 'PER')]}"
3798,..?!,{'entities': []}
3799,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3800,Pſt..,"{'entities': [(0, 3, 'PER')]}"
3801,Max.,"{'entities': [(0, 3, 'MISC')]}"
3802,Nicht Ilona,"{'entities': [(6, 11, 'LOC')]}"
3803,..?,{'entities': []}
3804,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3805,Ja— aber eben darum ſtill!,"{'entities': [(0, 3, 'PER')]}"
3806,"Du biſt alſo wieder da, flüſtert ſie mir ins Ohr.",{'entities': []}
3807,"Ja, erwidere ich ſchlagfertig.",{'entities': []}
3808,Wann gekommen?,{'entities': []}
3809,—,{'entities': []}
3810,Heute Abend.,"{'entities': [(6, 11, 'LOC')]}"
3811,—,{'entities': []}
3812,"Warum nicht früher geſchrieben, warum überhaupt nicht geſchrieben?",{'entities': []}
3813,— Keine Poſtverbindung.,{'entities': []}
3814,—,{'entities': []}
3815,Wo denn?,{'entities': []}
3816,—,{'entities': []}
3817,Unwirtliches Dorf.,"{'entities': [(0, 17, 'LOC')]}"
3818,—,{'entities': []}
3819,Aber jetzt,{'entities': []}
3820,..,{'entities': []}
3821,?,{'entities': []}
3822,"— Glücklich, wieder da, treu geweſen.",{'entities': []}
3823,—,{'entities': []}
3824,"Ich auch— Ich auch— Seligkeit, Champagner und wieder Seligkeit.","{'entities': [(0, 29, 'MISC'), (31, 41, 'ORG')]}"
3825,— Max.,"{'entities': [(2, 5, 'PER')]}"
3826,Und wieder Champagner!,"{'entities': [(11, 22, 'ORG')]}"
3827,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
3828,Nein— kein Champagner mehr.,"{'entities': [(0, 5, 'PER'), (11, 21, 'LOC')]}"
3829,—,{'entities': []}
3830,"Ach, wie wir dann im Wagen nach Hauſe fuhren.. wie früher.","{'entities': [(0, 3, 'PER'), (32, 37, 'PER')]}"
3831,Sie lehnte ſich an meine Bruſt.,{'entities': []}
